Sname,Jname,family,Jfamily,genus,Jgenus,Mizukoku
Sillago japonica,シロギス,Sillaginidae,キス科,Sillago,キス属,29644
Sillago lutea,キス属の一種,Sillaginidae,キス科,Sillago,キス属,-
Sillago parvisquamis,アオギス,Sillaginidae,キス科,Sillago,キス属,29642
Sillago sihama,モトギス,Sillaginidae,キス科,Sillago,キス属,29643
Sillago sp.,キス属の一種,Sillaginidae,キス科,Sillago,キス属,-
Silurus asotus,ナマズ,Siluridae,ナマズ科,Silurus,ナマズ属,29314
Silurus biwaensis,ビワコオオナマズ,Siluridae,ナマズ科,Silurus,ナマズ属,29313
Silurus glanis,ヨーロッパオオナマズ,Siluridae,ナマズ科,Silurus,ナマズ属,-
Silurus grahami,ナマズ属の一種,Siluridae,ナマズ科,Silurus,ナマズ属,-
Silurus lanzhouensis,ナマズ属の一種,Siluridae,ナマズ科,Silurus,ナマズ属,-
Silurus lithophilus,イワトコナマズ,Siluridae,ナマズ科,Silurus,ナマズ属,29312
Silurus meridionalis,ナマズ属の一種,Siluridae,ナマズ科,Silurus,ナマズ属,-
Silurus microdorsalis,ナマズ属の一種,Siluridae,ナマズ科,Silurus,ナマズ属,-
Silurus soldatovi,ナマズ属の一種,Siluridae,ナマズ科,Silurus,ナマズ属,-
Silurus sp.,ナマズ属の一種,Siluridae,ナマズ科,Silurus,ナマズ属,-
Silurus tomodai,タニガワナマズ,Siluridae,ナマズ科,Silurus,ナマズ属,29315
Simenchelys parasitica,コンゴウアナゴ,Synaphobranchidae,ホラアナゴ科,Simenchelys,,-
Siniperca knerii,ケツギョ属の一種,Percichthyidae,ペルキクティス科,Siniperca,ケツギョ属,-
Siniperca scherzeri,コウライケツギョ,Percichthyidae,ペルキクティス科,Siniperca,ケツギョ属,-
Sinobatis borneensis,イトヒキエイ,Rajidae,ガンギエイ科,Sinobatis,,-
